cleaned_headline,is_satirical,source
Donald Trump demande à ce qu'on lui explique la différence entre les États rouges et les États bleus sur la carte,1,legorafi
Présidentielle américaine : quelles conséquences pour Les Rues-des-Vignes ?,1,legorafi
Présidentielle américaine : quelles conséquences pour la ville de Marolles-les-Braults ?,1,legorafi
Présidentielle américaine : quelles conséquences pour la ville de Niort ?,1,legorafi
Présidentielle US : Les votes par télégramme seront décomptés d'ici décembre 2022,1,legorafi
"En cas de défaite, Donald Trump envisagerait de s'installer au Mexique",1,legorafi
Donald Trump découvre l'existence du Bureau ovale en déplaçant un meuble,1,legorafi
Présidentielle américaine: Bruno Le Maire a-t-il une chance d'être élu?,1,legorafi
5 choses que vous ne saviez pas sur Joe Biden,1,legorafi
"Exclusivité Gorafi : Selon nos informations, Joe Biden serait en tête dans certains Etats et Donald Trump dans d'autres",1,legorafi
Live Super Election Deluxe Premium 2020,1,legorafi
"Hommage à Sean Connery : France2 diffuse par erreur "" Au nom de la rose "" du chanteur Moos pendant 1h30",1,legorafi
Seuls 6 enfants ont été oubliés sur les aires d'autoroutes le week-end de la Toussaint,1,legorafi
Pied d'égalité – Les librairies autorisées à rouvrir à condition de vendre elles aussi des sandwichs triangles et du surimi,1,legorafi
Les chasseurs pourront bénéficier de dérogation au confinement pour chasser les joggeurs,1,legorafi
Voter Joe Biden multiplierait par 9000 puissance 12 vos chances d'attraper le Covid,1,legorafi
Bien préparer le rereconfinement de février 2021,1,legorafi
Jean Castex dévoilera ce soir le nouveau protocole d'applaudissements aux soignants,1,legorafi
Reconfinement – Ce qu'il fallait retenir de l'allocution d'Emmanuel Macron,1,legorafi
Les 3 meilleurs sites de streaming pour suivre gratuitement l'allocution d'Emmanuel Macron,1,legorafi
"Pourquoi les démocrates sont responsables de la crise financière, de la Covid19, et de la mort de Mufasa",1,legorafi
Le ministre de la Santé sera cet après-midi chez Conforama pour acheter des lits de réa,1,legorafi
"Après un seul jour de boycott, Erdogan craque pour un morceau de camembert",1,legorafi
Une planète toute entière se prend encore la tête au sujet d'un truc qui n'existe pas,1,legorafi
Un paléontologue retrouve un fossile prouvant l'implication de Joe Biden dans la disparition des dinosaures,1,legorafi
Il a absolument besoin de son café du matin pour continuer d'être un connard,1,legorafi
"Dieu : ""Donald Trump a fait plus en 4 ans que moi en 4,5 milliards d'années""",1,legorafi
Ces fêtards radicalisés qui font la fête jusqu'à 21h06,1,legorafi
"Pour se protéger efficacement du Covid, Olivier Véran invite les Français à s'amputer les deux mains",1,legorafi
Ce qu'il fallait retenir des annonces de Jean Castex,1,legorafi
"Selon un comité scientifique républicain, les Mexicains vivraient ""beaucoup plus heureux derrière un mur""",1,legorafi
Le coronavirus espère passer le prochain confinement avec quelqu'un de plus intéressant que la dernière fois,1,legorafi
"Polyglotte, il est capable d'être absolument insupportable en 7 langues",1,legorafi
Quiz : Êtes-vous pro Trump ou pour la mort des bébés phoques ?,1,legorafi
Il se radicalise après avoir mangé un couscous,1,legorafi
Fermeture des bars : un parisien choqué après avoir découvert le vrai prix d'une bière au supermarché,1,legorafi
"Selon le CNC, il faudrait douze comédies racistes supplémentaires pour sauver le cinéma français",1,legorafi
Hausse brutale des cas de pneumonies liés aux connards qui font leur footing après le couvre-feu,1,legorafi
Les meilleures fausses citations de George Orwell pour briller en société,1,legorafi
"Emmanuel Macron s'est trompé, il y aura en fait une baisse de 150 euros des APL",1,legorafi
Réunions privées : Les Français s'engageant à voter Macron en 2022 pourront inviter une 7e personne,1,legorafi
"À partir du passage à l'heure d'hiver, le couvre-feu sera avancé à 14 heures",1,legorafi
Ce qu'il fallait retenir des nouvelles mesures sanitaires proposées par Emmanuel Macron,1,legorafi
Nouvelle polémique après qu'un polémiste a réagi à la dernière polémique du polémiste très polémique,1,legorafi
"Permis de conduire – l'examen inclura désormais une épreuve ""insultes aux cyclistes""",1,legorafi
""" Buvez et soyez guéris du virus chinois ! "" Donald Trump va distribuer des flacons de son propre sang dans ses meetings",1,legorafi
Le gouvernement va déployer l'armée pour contraindre les Français à partir en vacances à la Toussaint,1,legorafi
Covid-19 : les masques des Parisiens devront eux-mêmes porter un masque,1,legorafi
Les Petites Annonces de l'Os à Moelle,1,legorafi
Séparatisme – Les musulmans devront goûter au porc avant de dire qu'ils n'aiment pas,1,legorafi
Faire l'amour sans son masque passe en tête du fantasme le plus répandu chez les Français,1,legorafi
10 jours après le franchissement du mur du son au-dessus de Paris,1,legorafi
"Égaré depuis trois mois, un masque retrouve son maître à plus de 600km de chez lui",1,legorafi
"Le prix Nobel de littérature décerné à Nicolas Sarkozy pour son livre "" Le Temps des Tempêtes """,1,legorafi
Le chien qui a déféqué dans la rue des anciens locaux de Charlie Hebdo placé en garde à vue,1,legorafi
"Par souci d'efficacité, l'intégralité du gouvernement va être remplacé par un numéro vert",1,legorafi
"Samia Ghali "" Nous avons à Marseille un Covid qui provoque des formes de décès moins graves qu'à Paris """,1,legorafi
Le prix Nobel de chimie décerné à Olivier Véran pour ses travaux sur l'élargissement de la palette de la couleur rouge,1,legorafi
Christophe Maé se blesse grièvement en rendant hommage à Van Halen à la guitare,1,legorafi
Séparatisme – Gérald Darmanin demande l'interdiction de servir du thé vert après 22 heures,1,legorafi
Les Petites Annonces de L'Os à Moelle,1,legorafi
Le prix Nobel de médecine attribué aux experts infectiologues des commentaires Facebook,1,legorafi
"Coronavirus – Après sa contamination, Donald Trump surpris en train d'enlacer une trentaine de Mexicains",1,legorafi
"Réseaux sociaux : Face à la déferlante de carrés bleus, la Chine libère tous ses prisonniers Ouïgours",1,legorafi
"Donald Trump vante son ""phenomenal job"" dans le succès de sa contamination au Covid-19",1,legorafi
Ces Français qui ont téléchargé StopCovid,1,legorafi
Anne Hidalgo propose d'étendre le Grand Paris jusqu'à l'Arctique pour bénéficier de la banquise,1,legorafi
CNews affirme qu'elle ignorait que Eric Zemmour tenait des propos racistes depuis des années sur son antenne,1,legorafi
Test – Ça va ?,1,legorafi
10 ans de prison ferme pour le scénariste qui refusait d'écrire une comédie avec Christian Clavier,1,legorafi
"A compter du 1er octobre, Olivier Véran sera le médecin traitant de tous les Français",1,legorafi
Comment le déploiement de la 1G a précipité la chute de l'Empire romain,1,legorafi
""" Vous ne m'aurez pas vivant "" hurle Didier Raoult aux commandes d'un Canadair chargé de chloroquine",1,legorafi
Test – Quelle zone rouge êtes-vous?,1,legorafi
PSG-OM : Une chaîne espagnole prétend avoir des images de Neymar en train de faire une passe à un coéquipier,1,legorafi
Covid19 – Le conseil de défense recommande le retour des applaudissements des soignants tous les soirs à 20h,1,legorafi
Nouveau schéma du maintien de l'ordre – L'Algérie critique la France pour ses nombreuses entraves au travail des journalistes,1,legorafi
Tour de France : Enquête ouverte contre une équipe pour des soupçons de dopage pas assez efficace,1,legorafi
Ce qu'il faut savoir sur la fermeture du site de Bridgestone à Béthune,1,legorafi
Des Amish chauds dans ta région !,1,legorafi
Journées du Patrimoine : Alain Juppé restera ouvert pour les groupes de moins de 10 personnes,1,legorafi
Biodiversité : la chasse bientôt autorisée dans les parcs et cimetières parisiens,1,legorafi
Restriction budgétaire : les cotons-tiges des tests PCR ne seront désormais changés que toutes les 12 heures,1,legorafi
Une majorité de cons favorable au rétablissement de la peine de mort,1,legorafi
Emmanuel Macron demande à Vladimir Poutine d'empoisonner moins gravement ses opposants politiques,1,legorafi
Plus personne ne se souvient où Jean Castex a été placé à l'isolement,1,legorafi
Bien investir dans le trafic d'organes,1,legorafi
Les essais du vaccin Covid19 suspendus après que les patients ont commencé à dévorer les médecins,1,legorafi
Interdiction du gaz hilarant : les Français inquiets à l'idée de ne plus rien avoir d'efficace pour affronter le reste de l'année,1,legorafi
"Après trois semaines de séparation, son idylle reprend avec l'Urssaf",1,legorafi
Garder le sourire même quand on a perdu l'argent familial dans le trading,1,legorafi
Elon Musk annonce la création d'un appareil électronique qui pourra griller du pain,1,legorafi
"Jean-Michel Blanquer : "" Les cours auront lieu tout à fait normalement jusqu'au 4 septembre """,1,legorafi
Rentrée : Manuel Valls se glisse discrètement dans le cartable d'Emmanuel Macron,1,legorafi
Rentrée – il s'offre un dernier bain de soleil en se localisant en Espagne sur Google Map,1,legorafi
Masques : Collection 2020 2050,1,legorafi
Tinder va rendre le masque obligatoire sur son application,1,legorafi
La Reine des neiges 3 ne sortira qu'en produits dérivés,1,legorafi
"Pour garder un pied dans le monde de l'entreprise, les chômeurs devront porter un masque chez eux",1,legorafi
Méditerranée : un sac plastique orphelin adopté par une famille d'excréments,1,legorafi
Les 5 meilleurs génocides à ignorer en ce moment,1,legorafi
Il atteint le nirvana après avoir lu cinq livres de développement personnel,1,legorafi
Bretagne – Il pêche un superbe masque FFP2 de 2 kilos 7,1,legorafi
Béziers – Des plats de substitution pour les enfants racistes les jours de couscous à la cantine,1,legorafi
Comment la chloroquine peut sauver la blockchain,1,legorafi
Soirée – Il n'a toujours pas compris les règles du jeu à boire,1,legorafi
Fontaine de Trevi – Son vœu ne se réalise pas alors qu'il a balancé sa carte Gold dans l'eau,1,legorafi
Un cycliste échoue à un test CAPTCHA après n'avoir pas réussi à identifier les images avec des feux rouges,1,legorafi
Le port du masque va devenir obligatoire dans les rêves,1,legorafi
"François Bayrou veut créer une version centriste de TikTok : "" ModemTok """,1,legorafi
"Coronavirus – Dorénavant, toute personne refusant de porter un masque sera envoyée au Creusot",1,legorafi
Les 584 000 ingrédients que vous devriez manger tous les jours pour être en bonne santé,1,legorafi
Les 5 crèmes solaires préférées des poissons morts,1,legorafi
"ll ne match pas avec elle sur Tinder, il retente sa chance sur Instagram",1,legorafi
"Avions – pour compenser l'absence de voyages à l'étranger, l'État va créer des vols reliant Orly à Roissy",1,legorafi
Dix comportements à éviter pendant la canicule,1,legorafi
Mont Rushmore – Donald Trump veut faire ajouter le visage du président du film Independence Day,1,legorafi
"Brégançon – Pour se prouver qu'il a encore du pouvoir, Emmanuel Macron urine dans la piscine",1,legorafi
"Le Soleil, pour ou contre?",1,legorafi
Tinder – Il se croit déjà marié après qu'elle a accepté de discuter sur Whatsapp,1,legorafi
Tourisme : la Franche-Comté accueille son premier vacancier,1,legorafi
Jean-Michel Blanquer promet deux enseignants supplémentaires pour la rentrée en Île-de-France,1,legorafi
Les appareils ménagers se racontent en cachette l'histoire du robot de cuisine qui viendra les libérer de l'oppression humaine,1,legorafi
"Fort Boyard – Face aux protestations, la production s'engage à ne plus utiliser d'Olivier Minne dans l'émission",1,legorafi
Il fait 10 ans d'études pour prescrire du Doliprane,1,legorafi
"""Tu vas voir, Paris en août c'est génial"" par votre ami en vacances aux Seychelles",1,legorafi
Le classement des 66 999 500 moins riches de France,1,legorafi
Coronavirus – Mars va mettre dorénavant en place une quarantaine pour toutes les sondes terriennes,1,legorafi
La douane saisit à Roissy 250 tonnes de sentiments amoureux frelatés,1,legorafi
Un rapport révèle que la France n'est pas préparée en cas de reformation du groupe Whatfor,1,legorafi
"Craignant d'être déboulonnées à leur tour, plusieurs statues se jettent dans la Seine",1,legorafi
"Coronavirus – Officiellement annulé, Noël repoussé à 2021",1,legorafi
CNews va engager un ragondin comme chroniqueur de gauche,1,legorafi
Des épaules pour pleurer pour tous : le grand plan du gouvernement pour surmonter 2020,1,legorafi
"Chaque année, 25% des lutteurs doivent être opérés pour défaire les nœuds avec leur bras",1,legorafi
Les meilleurs stéroïdes pour supporter la charge mentale,1,legorafi
Selon une étude du CNRS l'année 2020 pourrait durer trois ans de plus que prévu,1,legorafi
Plan de relance : 90% des Français pour que les 40 milliards d'euros d'aide servent à construire un super grand robot bien cool,1,legorafi
Écologie – Emmanuel et Brigitte Macron adoptent un ours polaire à l'Élysée,1,legorafi
Les Ouïghours réconfortés par l'idée que l'Europe instaurera une journée de recueillement en mémoire de leur génocide en 2050,1,legorafi
